crossover_mean,crossover_med,crossover_max
0.7487804499906358,0.9378499274596439,0.9999999290221446
0.6600675765546226,0.8498078782454489,0.9999985250862417
0.5665471540328472,0.7670272489374443,0.9999999883355564
0.6246249472835939,0.8409225322270945,0.999999961501126
0.6836120398337577,0.8916438536743825,0.9999995353193845
0.6961108369604929,0.7994502698994181,0.999998851826225
0.6653376359461416,0.793099249340333,0.9999990994927956
0.7448959048353904,0.9817613798289624,0.9999999992139766
0.6203799729971529,0.8004504614407375,0.9999998172445305
0.5490818340481309,0.716411481986146,0.9999984924550965
0.6304381567048379,0.9197507092698302,0.999999465472849
0.7289866397191135,0.9313007819394918,0.9999994373200393
0.6585198148691772,0.9536516315588399,0.9999999386774241
0.6404779950606516,0.6882814502766146,0.9999999822901624
0.7581645431846816,0.9132114212961646,0.9999999830058611
0.718932734534046,0.8314692896653496,0.9999993301970951
0.37038553350295356,0.2990837292275868,0.9999972144335262
0.6608610784025741,0.8823294676657396,0.999999039671835
0.7801327358394526,0.9888619975863449,0.9999997475959821
0.615307369600903,0.7991043020358659,0.9999995263920215
0.7707692985393003,0.9627795560110243,0.9999999023155183
0.7379238943478756,0.9709080311186205,0.9999999303515776
0.9749050428607436,0.9993859664899036,0.9999999978873899
0.7385703244736262,0.9688262387417313,0.9999999240336688
0.7537627427260675,0.9733623951101438,0.999999988007842
0.6841063965868232,0.9501510805233637,0.9999985895062222
0.7277079955378448,0.9366392160789722,0.9999998600690515
0.750050079737733,0.9041603920829989,0.999999812055563
0.5464533266195929,0.6870641420908516,0.9999992798896108
0.5614010754653399,0.7833761467360627,0.9999999360722145
0.8452904157271353,0.9683653669109551,0.9999999288825019
0.7558768216378475,0.931558073109972,0.9999995683792425
0.7658832850513659,0.9489921971764178,0.999999448196285
0.5015333698470724,0.516927680652096,0.999956648694282
0.5118856603250935,0.5771195808879879,0.9999992696218934
0.6324875075793348,0.8834199959531791,0.9999998527970009
0.41277837336587186,0.40438248081457673,0.9999982555493092
0.8526206010538634,0.9985512530810289,0.9999998804265317
0.7297048324139859,0.8520095659919112,0.9999801068065414
0.7052571344722267,0.8795131525574722,0.9999999776699148
0.7033512772959043,0.8654022558210459,0.9999834376056432
0.6508013103204948,0.884112161727909,0.9999996428804481
0.6475216787847068,0.9558176741621103,0.9999997713452009
0.48856332339908304,0.48638040509944946,0.9999956508224839
0.9395891578430022,0.9997295039505883,0.9999999999181972
0.7277178591820006,0.9767540298440045,0.9999999698728731
0.6010140439431061,0.7766206185669431,0.9999998153163694
0.632307864556598,0.9089694929124055,0.9999996933800215
0.6449728963797018,0.8932371230028122,0.9999999556550531
0.699862593748863,0.904832476355743,0.9999975349513919
0.5528292086147726,0.6276580734400681,0.9999992204946312
0.4072816859594155,0.3492483259003129,0.999999864196419
0.6488745317203005,0.7891989377286076,0.9999970317687757
0.7005662491247673,0.9568384617328024,0.9999999867991556
0.6781099114471562,0.8232436767043848,0.9999991344461864
0.7570150183988408,0.9673831124512204,0.9999999107854863
0.6483634054413963,0.759006890304324,0.9999998838826402
0.7736613964275622,0.9178904195677037,0.9999999875467391
0.6967233432417413,0.9215290386334446,0.9999999688055339
0.681417097622099,0.9057669099213898,0.9999999565179432
0.596439134091595,0.674783374399725,0.9999990123019133
0.6725970700501879,0.9218020161194157,0.9999997533358316
0.7953183535727164,0.9595758873845294,0.9999995817667566
0.7159426075618216,0.9350022669980864,0.999999980517426
0.687057816658327,0.9111246017534046,0.9999998091148281
0.5532229376325062,0.6515742575626171,0.9999993267427176
0.7423457623269045,0.876390831585928,0.9999990127288838
0.7448382207112313,0.9676322734140361,0.9999999614474092
0.7182556146144141,0.9363472329779574,0.9999999514105016
0.7455156296176059,0.9293535872230076,0.9999999850668183
0.7418599253446553,0.968254126236847,0.9999999218785721
0.4564025905466927,0.41612695927139226,0.999903402761557
0.7173042423744139,0.8571215916680737,0.9999973431955281
0.4787656156900222,0.5117992063657838,0.9999995330803318
0.6847856414789085,0.8205299901268325,0.9999919951233568
0.648087581504764,0.8941815459010507,0.9999975060957512
0.41006654531816267,0.3979087035239652,0.9999883562596685
0.7049599708642156,0.8922723727905734,0.9999999733172081
0.6611825459052074,0.8410386768635387,0.9999987123033843
0.5227464791709587,0.6197025339788267,0.9999993439564877
0.6290920284458648,0.8562017376932689,0.9999995498179461
0.6980571625737735,0.901279733025249,0.999999847204957
